gene_id	control_1	control_2	treatment_1	treatment_2
Glyma.06G243150.Wm82.a4.v1	0	0	4	0
Glyma.06G243300.Wm82.a4.v1	23	0	1	10
Glyma.06G243500.Wm82.a4.v1	35	5	0	0
Glyma.06G243900.Wm82.a4.v1	0	0	0	0
Glyma.06G243934.Wm82.a4.v1	0	4	3	0
Glyma.06G243967.Wm82.a4.v1	0	0	0	0
Glyma.06G244000.Wm82.a4.v1	0	0	0	0
Glyma.06G244200.Wm82.a4.v1	0	0	0	0
Glyma.06G244302.Wm82.a4.v1	52	70	29	53
Glyma.06G244500.Wm82.a4.v1	0	0	0	0
Glyma.06G244650.Wm82.a4.v1	0	0	0	0
Glyma.06G244700.Wm82.a4.v1	0	0	0	0
Glyma.06G244750.Wm82.a4.v1	0	0	0	0
Glyma.06G244800.Wm82.a4.v1	43	31	15	30
Glyma.06G244900.Wm82.a4.v1	486	285	55	161
Glyma.06G245100.Wm82.a4.v1	236	195	66	114
Glyma.06G245200.Wm82.a4.v1	238	187	44	92
Glyma.06G245400.Wm82.a4.v1	0	0	0	0
Glyma.06G245500.Wm82.a4.v1	0	0	0	0
Glyma.06G245700.Wm82.a4.v1	0	0	0	0
Glyma.06G245800.Wm82.a4.v1	0	0	0	0
Glyma.06G245900.Wm82.a4.v1	0	0	0	0
Glyma.06G246300.Wm82.a4.v1	65	99	22	62
Glyma.06G246400.Wm82.a4.v1	12	12	11	14
Glyma.06G246500.Wm82.a4.v1	51	23	16	44
Glyma.06G246600.Wm82.a4.v1	302	445	115	215
Glyma.06G246700.Wm82.a4.v1	80	70	50	81
Glyma.06G246800.Wm82.a4.v1	4	0	6	10
Glyma.06G247000.Wm82.a4.v1	0	0	0	0
Glyma.06G247100.Wm82.a4.v1	318	367	51	266
Glyma.06G247200.Wm82.a4.v1	158	275	76	174
Glyma.06G247300.Wm82.a4.v1	23	43	22	30
Glyma.06G247400.Wm82.a4.v1	0	16	7	2
Glyma.06G247500.Wm82.a4.v1	0	0	2	3
Glyma.06G247600.Wm82.a4.v1	0	0	0	1
Glyma.06G247650.Wm82.a4.v1	0	0	0	1
Glyma.06G247702.Wm82.a4.v1	0	1	0	0
Glyma.06G247752.Wm82.a4.v1	0	0	0	3
Glyma.06G248400.Wm82.a4.v1	0	0	0	0
Glyma.06G248500.Wm82.a4.v1	0	0	0	0
Glyma.06G248700.Wm82.a4.v1	0	0	0	3
Glyma.06G248800.Wm82.a4.v1	0	0	0	0
Glyma.06G248900.Wm82.a4.v1	2	3	2	15
Glyma.06G249100.Wm82.a4.v1	19	13	6	6
Glyma.06G249202.Wm82.a4.v1	0	31	8	4
Glyma.06G249300.Wm82.a4.v1	103	78	24	65
Glyma.06G249400.Wm82.a4.v1	31	49	105	261
Glyma.06G249500.Wm82.a4.v1	16	30	5	37
Glyma.06G249600.Wm82.a4.v1	6	2	2	5
Glyma.06G249700.Wm82.a4.v1	76	91	33	71
Glyma.06G249800.Wm82.a4.v1	385	319	119	216
Glyma.06G250100.Wm82.a4.v1	195	144	61	203
Glyma.06G250300.Wm82.a4.v1	0	0	0	0
Glyma.06G250400.Wm82.a4.v1	0	0	0	0
Glyma.06G250500.Wm82.a4.v1	0	0	0	0
Glyma.06G250600.Wm82.a4.v1	0	0	0	0
Glyma.06G250700.Wm82.a4.v1	0	0	0	0
Glyma.06G250751.Wm82.a4.v1	180	379	102	132
Glyma.06G250901.Wm82.a4.v1	4	0	0	0
Glyma.06G251900.Wm82.a4.v1	0	0	0	0
Glyma.06G252100.Wm82.a4.v1	0	0	0	0
Glyma.06G252433.Wm82.a4.v1	0	0	0	2
Glyma.06G252566.Wm82.a4.v1	0	0	0	0
Glyma.06G252800.Wm82.a4.v1	0	0	0	0
Glyma.06G253602.Wm82.a4.v1	17	21	0	13
Glyma.06G253700.Wm82.a4.v1	84	181	53	127
Glyma.06G253800.Wm82.a4.v1	127	167	82	134
Glyma.06G253900.Wm82.a4.v1	69	85	17	104
Glyma.06G254000.Wm82.a4.v1	294	419	278	545
Glyma.06G254100.Wm82.a4.v1	230	301	52	126
Glyma.06G254200.Wm82.a4.v1	2209	1827	806	1394
Glyma.06G254300.Wm82.a4.v1	75	60	45	43
Glyma.06G254400.Wm82.a4.v1	0	0	0	0
Glyma.06G254500.Wm82.a4.v1	642	754	118	365
Glyma.06G254600.Wm82.a4.v1	18	8	4	7
Glyma.06G254700.Wm82.a4.v1	1142	804	254	696
Glyma.06G254800.Wm82.a4.v1	98	18	11	44
Glyma.06G254900.Wm82.a4.v1	59	137	81	107
Glyma.06G255000.Wm82.a4.v1	306	413	160	388
Glyma.06G255100.Wm82.a4.v1	0	0	0	0
Glyma.06G255200.Wm82.a4.v1	1981	1949	829	1889
Glyma.06G255300.Wm82.a4.v1	0	35	14	14
Glyma.06G255400.Wm82.a4.v1	0	0	0	0
Glyma.06G255500.Wm82.a4.v1	0	0	0	0
Glyma.06G255700.Wm82.a4.v1	41	5	11	23
Glyma.06G255900.Wm82.a4.v1	152	165	267	542
Glyma.06G255950.Wm82.a4.v1	0	0	0	0
Glyma.06G256000.Wm82.a4.v1	468	569	101	392
Glyma.06G256200.Wm82.a4.v1	0	0	0	0
Glyma.06G256300.Wm82.a4.v1	136	197	68	170
Glyma.06G256400.Wm82.a4.v1	0	11	3	0
Glyma.06G256500.Wm82.a4.v1	0	0	0	0
Glyma.06G256600.Wm82.a4.v1	0	4	0	0
Glyma.06G256700.Wm82.a4.v1	0	0	16	9
Glyma.06G256800.Wm82.a4.v1	0	0	0	0
Glyma.06G256900.Wm82.a4.v1	0	0	0	0
Glyma.06G257000.Wm82.a4.v1	5	1	0	0
Glyma.06G257300.Wm82.a4.v1	0	7	2	0
Glyma.06G257402.Wm82.a4.v1	1	0	0	4
Glyma.06G257500.Wm82.a4.v1	19	25	22	37
Glyma.06G257702.Wm82.a4.v1	57	73	58	114
Glyma.06G257800.Wm82.a4.v1	0	0	0	0
Glyma.06G258000.Wm82.a4.v1	140	97	255	251
Glyma.06G258101.Wm82.a4.v1	0	0	0	0
Glyma.06G258200.Wm82.a4.v1	5	46	47	117
Glyma.06G258400.Wm82.a4.v1	0	0	0	2
Glyma.06G258500.Wm82.a4.v1	132	199	116	386
Glyma.06G258700.Wm82.a4.v1	0	0	0	6
Glyma.06G258800.Wm82.a4.v1	0	0	0	2
Glyma.06G258900.Wm82.a4.v1	24	38	6	59
Glyma.06G259100.Wm82.a4.v1	0	4	1	4
Glyma.06G259150.Wm82.a4.v1	14	13	38	28
Glyma.06G259200.Wm82.a4.v1	0	0	0	0
Glyma.06G259400.Wm82.a4.v1	458	814	714	1003
Glyma.06G259500.Wm82.a4.v1	0	0	0	0
Glyma.06G259600.Wm82.a4.v1	0	0	0	0
Glyma.06G259700.Wm82.a4.v1	0	5	0	0
Glyma.06G259800.Wm82.a4.v1	473	989	1014	1110
Glyma.06G259900.Wm82.a4.v1	8	2	12	3
Glyma.06G260000.Wm82.a4.v1	77	157	36	67
Glyma.06G260100.Wm82.a4.v1	272	501	491	705
Glyma.06G260200.Wm82.a4.v1	19	11	468	1163
Glyma.06G260300.Wm82.a4.v1	0	0	0	0
Glyma.06G260400.Wm82.a4.v1	0	5	0	0
Glyma.06G260550.Wm82.a4.v1	0	0	2	2
Glyma.06G260700.Wm82.a4.v1	120	125	57	99
Glyma.06G260800.Wm82.a4.v1	380	282	59	195
Glyma.06G260900.Wm82.a4.v1	14	4	6	24
Glyma.06G261000.Wm82.a4.v1	0	0	0	0
Glyma.06G261100.Wm82.a4.v1	0	22	7	14
Glyma.06G261200.Wm82.a4.v1	0	0	0	0
Glyma.06G261250.Wm82.a4.v1	0	0	0	0
Glyma.06G261300.Wm82.a4.v1	0	0	3	10
Glyma.06G261400.Wm82.a4.v1	108	252	105	180
Glyma.06G261500.Wm82.a4.v1	715	897	352	708
Glyma.06G261800.Wm82.a4.v1	0	0	0	7
Glyma.06G261900.Wm82.a4.v1	0	0	0	0
Glyma.06G262000.Wm82.a4.v1	5	18	71	115
Glyma.06G262100.Wm82.a4.v1	58	31	30	54
Glyma.06G262300.Wm82.a4.v1	51	38	45	78
Glyma.06G262400.Wm82.a4.v1	19	15	1	14
Glyma.06G262500.Wm82.a4.v1	0	10	0	0
Glyma.06G262700.Wm82.a4.v1	571	746	1172	1893
Glyma.06G262800.Wm82.a4.v1	454	569	135	210
Glyma.06G262900.Wm82.a4.v1	660	545	194	478
Glyma.06G263000.Wm82.a4.v1	345	387	188	397
Glyma.06G263100.Wm82.a4.v1	94	59	41	119
Glyma.06G263200.Wm82.a4.v1	251	180	184	279
Glyma.06G263300.Wm82.a4.v1	11	11	13	46
Glyma.06G263400.Wm82.a4.v1	0	0	0	0
Glyma.06G263500.Wm82.a4.v1	130	61	39	110
Glyma.06G263600.Wm82.a4.v1	0	0	0	0
Glyma.06G263700.Wm82.a4.v1	0	23	22	30
Glyma.06G263850.Wm82.a4.v1	0	0	0	0
Glyma.06G263900.Wm82.a4.v1	33	58	9	69
Glyma.06G264000.Wm82.a4.v1	15	15	4	30
Glyma.06G264100.Wm82.a4.v1	0	0	8	13
Glyma.06G264150.Wm82.a4.v1	0	3	3	15
Glyma.06G264200.Wm82.a4.v1	23	43	65	49
Glyma.06G264300.Wm82.a4.v1	0	0	0	3
Glyma.06G264500.Wm82.a4.v1	0	0	0	2
Glyma.06G264650.Wm82.a4.v1	0	0	0	0
Glyma.06G264700.Wm82.a4.v1	9	0	0	0
Glyma.06G264800.Wm82.a4.v1	5	3	3	5
Glyma.06G264900.Wm82.a4.v1	29	74	5	7
Glyma.06G265000.Wm82.a4.v1	79	97	97	271
Glyma.06G265100.Wm82.a4.v1	397	871	275	373
Glyma.06G265150.Wm82.a4.v1	0	0	0	0
Glyma.06G265200.Wm82.a4.v1	53	40	10	37
Glyma.06G265400.Wm82.a4.v1	38	51	48	33
Glyma.06G265420.Wm82.a4.v1	0	0	14	1
Glyma.06G265440.Wm82.a4.v1	5	45	1	29
Glyma.06G265460.Wm82.a4.v1	0	0	0	0
Glyma.06G265480.Wm82.a4.v1	0	0	0	0
Glyma.06G265500.Wm82.a4.v1	58	29	314	325
Glyma.06G265600.Wm82.a4.v1	448	525	101	322
Glyma.06G265700.Wm82.a4.v1	46	11	9	34
Glyma.06G265800.Wm82.a4.v1	124	131	58	95
Glyma.06G265900.Wm82.a4.v1	0	0	0	0
Glyma.06G266000.Wm82.a4.v1	350	271	255	531
Glyma.06G266100.Wm82.a4.v1	0	0	0	0
Glyma.06G266200.Wm82.a4.v1	0	0	0	0
Glyma.06G266300.Wm82.a4.v1	0	0	0	0
Glyma.06G266400.Wm82.a4.v1	0	0	0	6
Glyma.06G266500.Wm82.a4.v1	985	837	322	891
Glyma.06G266600.Wm82.a4.v1	0	0	0	0
Glyma.06G266700.Wm82.a4.v1	432	168	70	274
Glyma.06G266800.Wm82.a4.v1	1128	1300	728	1618
Glyma.06G266900.Wm82.a4.v1	201	340	116	310
Glyma.06G267000.Wm82.a4.v1	189	294	96	236
Glyma.06G267100.Wm82.a4.v1	0	0	0	0
Glyma.06G267250.Wm82.a4.v1	0	0	0	0
Glyma.06G267300.Wm82.a4.v1	97	171	77	104
Glyma.06G267400.Wm82.a4.v1	112	141	62	212
Glyma.06G267450.Wm82.a4.v1	0	8	0	4
Glyma.06G268100.Wm82.a4.v1	0	0	0	0
Glyma.06G268300.Wm82.a4.v1	3	0	0	2
Glyma.06G268400.Wm82.a4.v1	0	0	0	0
Glyma.06G268467.Wm82.a4.v1	29	34	5	44
Glyma.06G268533.Wm82.a4.v1	0	4	0	0
Glyma.06G268600.Wm82.a4.v1	0	0	4	4
Glyma.06G268700.Wm82.a4.v1	48	105	12	91
Glyma.06G268800.Wm82.a4.v1	128	75	32	68
Glyma.06G268900.Wm82.a4.v1	0	0	0	0
Glyma.06G269000.Wm82.a4.v1	0	0	0	0
Glyma.06G269200.Wm82.a4.v1	0	0	0	0
Glyma.06G269300.Wm82.a4.v1	12	2	4	8
Glyma.06G269400.Wm82.a4.v1	678	580	189	417
Glyma.06G269500.Wm82.a4.v1	2620	2104	990	1665
Glyma.06G269600.Wm82.a4.v1	4100	2746	1290	2737
Glyma.06G269700.Wm82.a4.v1	14	32	2	0
Glyma.06G269900.Wm82.a4.v1	13	0	0	0
Glyma.06G270000.Wm82.a4.v1	281	589	337	348
Glyma.06G270200.Wm82.a4.v1	480	679	178	347
Glyma.06G270300.Wm82.a4.v1	300	426	245	549
Glyma.06G270400.Wm82.a4.v1	8	16	9	22
Glyma.06G270500.Wm82.a4.v1	0	6	1	1
Glyma.06G270600.Wm82.a4.v1	0	4	6	13
Glyma.06G270700.Wm82.a4.v1	46	51	44	72
Glyma.06G270800.Wm82.a4.v1	0	4	0	0
Glyma.06G271000.Wm82.a4.v1	0	0	0	0
Glyma.06G271066.Wm82.a4.v1	0	0	0	0
Glyma.06G271132.Wm82.a4.v1	0	0	0	0
Glyma.06G271200.Wm82.a4.v1	92	140	43	93
Glyma.06G271300.Wm82.a4.v1	0	0	0	0
Glyma.06G271400.Wm82.a4.v1	0	0	0	0
Glyma.06G271500.Wm82.a4.v1	44	9	10	25
Glyma.06G271600.Wm82.a4.v1	6	11	0	1
Glyma.06G271700.Wm82.a4.v1	0	0	0	0
Glyma.06G271800.Wm82.a4.v1	276	307	110	306
Glyma.06G272000.Wm82.a4.v1	0	0	0	0
Glyma.06G272100.Wm82.a4.v1	0	0	0	0
Glyma.06G272200.Wm82.a4.v1	49	50	28	125
Glyma.06G272300.Wm82.a4.v1	0	0	0	0
Glyma.06G272400.Wm82.a4.v1	89	97	95	112
Glyma.06G272500.Wm82.a4.v1	1994	1990	1219	1631
Glyma.06G272600.Wm82.a4.v1	0	0	0	0
Glyma.06G272800.Wm82.a4.v1	0	0	1	1
Glyma.06G272900.Wm82.a4.v1	72	88	457	645
Glyma.06G273200.Wm82.a4.v1	0	0	0	0
Glyma.06G273400.Wm82.a4.v1	0	0	0	0
Glyma.06G273500.Wm82.a4.v1	0	0	0	0
Glyma.06G273600.Wm82.a4.v1	49	114	480	570
Glyma.06G273700.Wm82.a4.v1	0	0	0	0
Glyma.06G273800.Wm82.a4.v1	0	0	0	0
Glyma.06G274000.Wm82.a4.v1	0	0	0	0
Glyma.06G274100.Wm82.a4.v1	0	0	0	0
Glyma.06G274200.Wm82.a4.v1	320	188	151	300
Glyma.06G274300.Wm82.a4.v1	11	18	5	13
Glyma.06G274600.Wm82.a4.v1	0	0	0	0
Glyma.06G275000.Wm82.a4.v1	228	181	76	151
Glyma.06G275100.Wm82.a4.v1	0	0	0	0
Glyma.06G275300.Wm82.a4.v1	0	0	0	0
Glyma.06G275400.Wm82.a4.v1	121	89	17	47
Glyma.06G275500.Wm82.a4.v1	106	37	23	82
Glyma.06G275600.Wm82.a4.v1	531	525	242	545
Glyma.06G275700.Wm82.a4.v1	591	687	475	1083
Glyma.06G275800.Wm82.a4.v1	1047	1469	479	1087
Glyma.06G275900.Wm82.a4.v1	4209	4972	1658	2999
Glyma.06G276000.Wm82.a4.v1	253	187	108	238
Glyma.06G276100.Wm82.a4.v1	303	270	131	271
Glyma.06G276150.Wm82.a4.v1	0	0	0	0
Glyma.06G276200.Wm82.a4.v1	1833	2050	883	1347
Glyma.06G276300.Wm82.a4.v1	1377	1637	616	1177
Glyma.06G276400.Wm82.a4.v1	75	111	31	70
Glyma.06G276500.Wm82.a4.v1	40	5	32	43
Glyma.06G276700.Wm82.a4.v1	9	11	3	11
Glyma.06G276800.Wm82.a4.v1	150	141	114	175
Glyma.06G276900.Wm82.a4.v1	265	251	142	256
Glyma.06G277000.Wm82.a4.v1	122	54	55	167
Glyma.06G277200.Wm82.a4.v1	0	0	0	0
Glyma.06G277300.Wm82.a4.v1	0	0	0	0
Glyma.06G277400.Wm82.a4.v1	267	218	111	197
Glyma.06G277500.Wm82.a4.v1	915	1032	340	864
Glyma.06G277550.Wm82.a4.v1	0	0	0	0
Glyma.06G277600.Wm82.a4.v1	346	239	69	232
Glyma.06G277700.Wm82.a4.v1	89	66	47	51
Glyma.06G277900.Wm82.a4.v1	113	191	59	83
Glyma.06G278000.Wm82.a4.v1	0	0	0	0
Glyma.06G278200.Wm82.a4.v1	0	0	0	3
Glyma.06G278300.Wm82.a4.v1	0	0	0	0
Glyma.06G278400.Wm82.a4.v1	19	9	2	14
Glyma.06G278500.Wm82.a4.v1	2	18	0	5
Glyma.06G278600.Wm82.a4.v1	27	17	1	1
Glyma.06G278700.Wm82.a4.v1	0	0	0	0
Glyma.06G278800.Wm82.a4.v1	0	0	4	0
Glyma.06G278900.Wm82.a4.v1	39	12	1	18
Glyma.06G279000.Wm82.a4.v1	75	90	16	63
Glyma.06G279100.Wm82.a4.v1	0	0	6	0
Glyma.06G279200.Wm82.a4.v1	0	0	0	0
Glyma.06G279300.Wm82.a4.v1	0	0	0	0
Glyma.06G279400.Wm82.a4.v1	0	0	0	0
Glyma.06G279500.Wm82.a4.v1	1	20	0	2
Glyma.06G279600.Wm82.a4.v1	0	0	0	0
Glyma.06G279700.Wm82.a4.v1	0	0	0	0
Glyma.06G279800.Wm82.a4.v1	0	0	0	0
Glyma.06G279900.Wm82.a4.v1	0	0	2	0
Glyma.06G280200.Wm82.a4.v1	0	0	0	0
Glyma.06G280300.Wm82.a4.v1	0	3	0	0
Glyma.06G280400.Wm82.a4.v1	0	0	0	0
Glyma.06G280500.Wm82.a4.v1	0	0	0	0
Glyma.06G280600.Wm82.a4.v1	0	0	0	6
Glyma.06G280700.Wm82.a4.v1	0	7	0	1
Glyma.06G280800.Wm82.a4.v1	0	0	0	1
Glyma.06G281000.Wm82.a4.v1	0	0	0	0
Glyma.06G281100.Wm82.a4.v1	0	0	0	1
Glyma.06G281200.Wm82.a4.v1	0	0	0	0
Glyma.06G281300.Wm82.a4.v1	7	6	0	0
Glyma.06G281500.Wm82.a4.v1	0	17	0	0
Glyma.06G281600.Wm82.a4.v1	0	0	0	8
Glyma.06G281700.Wm82.a4.v1	0	0	2	0
Glyma.06G281800.Wm82.a4.v1	0	0	1	1
Glyma.06G281900.Wm82.a4.v1	0	0	0	0
Glyma.06G282000.Wm82.a4.v1	0	0	0	0
Glyma.06G282100.Wm82.a4.v1	0	0	0	0
Glyma.06G282200.Wm82.a4.v1	37	5	0	12
Glyma.06G282400.Wm82.a4.v1	12	20	6	8
Glyma.06G282500.Wm82.a4.v1	55	20	3	7
Glyma.06G282600.Wm82.a4.v1	48	40	6	8
Glyma.06G282700.Wm82.a4.v1	31	3	0	2
Glyma.06G282800.Wm82.a4.v1	7	0	0	1
Glyma.06G282900.Wm82.a4.v1	20	7	3	12
Glyma.06G283000.Wm82.a4.v1	0	0	0	0
Glyma.06G283100.Wm82.a4.v1	0	0	0	0
Glyma.06G283200.Wm82.a4.v1	4	8	0	2
Glyma.06G283251.Wm82.a4.v1	0	0	0	0
Glyma.06G283300.Wm82.a4.v1	30	0	4	28
Glyma.06G283400.Wm82.a4.v1	135	132	5	56
Glyma.06G283500.Wm82.a4.v1	0	0	0	0
Glyma.06G283550.Wm82.a4.v1	0	0	0	0
Glyma.06G283600.Wm82.a4.v1	89	69	9	70
Glyma.06G283700.Wm82.a4.v1	0	3	4	0
Glyma.06G283800.Wm82.a4.v1	1014	1145	192	832
Glyma.06G283900.Wm82.a4.v1	0	0	3	13
Glyma.06G284000.Wm82.a4.v1	326	305	148	370
Glyma.06G284100.Wm82.a4.v1	0	0	0	0
Glyma.06G284200.Wm82.a4.v1	9	6	5	11
Glyma.06G284300.Wm82.a4.v1	45	41	39	68
Glyma.06G284400.Wm82.a4.v1	32	69	20	28
Glyma.06G284500.Wm82.a4.v1	26	30	8	19
Glyma.06G284600.Wm82.a4.v1	21	13	19	9
Glyma.06G284700.Wm82.a4.v1	66	30	6	15
Glyma.06G284801.Wm82.a4.v1	418	332	135	401
Glyma.06G284900.Wm82.a4.v1	1105	1294	200	746
Glyma.06G285000.Wm82.a4.v1	52	93	68	103
Glyma.06G285100.Wm82.a4.v1	0	0	0	0
Glyma.06G285200.Wm82.a4.v1	239	199	129	260
Glyma.06G285300.Wm82.a4.v1	71	75	94	88
Glyma.06G285400.Wm82.a4.v1	309	437	262	599
Glyma.06G285500.Wm82.a4.v1	81	130	41	105
Glyma.06G285600.Wm82.a4.v1	0	0	0	0
Glyma.06G285700.Wm82.a4.v1	37	53	4	15
Glyma.06G285800.Wm82.a4.v1	105	129	47	98
Glyma.06G285900.Wm82.a4.v1	67	40	24	35
Glyma.06G286000.Wm82.a4.v1	0	0	0	0
Glyma.06G286100.Wm82.a4.v1	318	260	72	247
Glyma.06G286200.Wm82.a4.v1	1425	841	217	575
Glyma.06G286400.Wm82.a4.v1	0	8	0	2
Glyma.06G286500.Wm82.a4.v1	0	37	2	3
Glyma.06G286600.Wm82.a4.v1	81	38	0	10
Glyma.06G286700.Wm82.a4.v1	197	196	44	76
Glyma.06G286800.Wm82.a4.v1	15	37	47	77
Glyma.06G286900.Wm82.a4.v1	5	0	4	0
Glyma.06G287000.Wm82.a4.v1	59	64	66	136
Glyma.06G287100.Wm82.a4.v1	139	33	30	64
Glyma.06G287200.Wm82.a4.v1	37	25	12	12
Glyma.06G287400.Wm82.a4.v1	0	0	0	0
Glyma.06G288000.Wm82.a4.v1	0	0	0	1
Glyma.06G288100.Wm82.a4.v1	0	0	0	0
Glyma.06G288150.Wm82.a4.v1	0	0	0	0
Glyma.06G288200.Wm82.a4.v1	0	0	2	1
Glyma.06G288300.Wm82.a4.v1	1	0	3	1
Glyma.06G288500.Wm82.a4.v1	223	84	64	246
Glyma.06G288600.Wm82.a4.v1	0	0	0	2
Glyma.06G288700.Wm82.a4.v1	208	332	102	205
Glyma.06G288800.Wm82.a4.v1	0	0	0	0
Glyma.06G288900.Wm82.a4.v1	248	428	169	297
Glyma.06G289000.Wm82.a4.v1	530	425	195	497
Glyma.06G289100.Wm82.a4.v1	0	0	0	0
Glyma.06G289200.Wm82.a4.v1	0	0	3	20
Glyma.06G289300.Wm82.a4.v1	557	660	165	762
Glyma.06G289400.Wm82.a4.v1	1760	1316	748	1599
Glyma.06G289500.Wm82.a4.v1	334	340	117	221
Glyma.06G289600.Wm82.a4.v1	79	115	30	62
Glyma.06G289700.Wm82.a4.v1	204	109	79	171
Glyma.06G289800.Wm82.a4.v1	23	7	8	10
Glyma.06G289900.Wm82.a4.v1	302	192	60	120
Glyma.06G290000.Wm82.a4.v1	239	264	205	502
Glyma.06G290100.Wm82.a4.v1	0	0	1	23
Glyma.06G290300.Wm82.a4.v1	87	151	31	67
Glyma.06G290400.Wm82.a4.v1	345	377	201	376
Glyma.06G290500.Wm82.a4.v1	44	89	22	37
Glyma.06G290600.Wm82.a4.v1	2604	2087	1021	2027
Glyma.06G290700.Wm82.a4.v1	2	34	2	42
Glyma.06G290800.Wm82.a4.v1	272	325	182	425
Glyma.06G291000.Wm82.a4.v1	1219	1093	276	361
Glyma.06G291300.Wm82.a4.v1	0	0	0	0
Glyma.06G291400.Wm82.a4.v1	44	37	13	1
Glyma.06G291500.Wm82.a4.v1	92	113	22	79
Glyma.06G291600.Wm82.a4.v1	136	87	27	73
Glyma.06G291700.Wm82.a4.v1	0	0	0	0
Glyma.06G291900.Wm82.a4.v1	0	20	0	1
Glyma.06G292100.Wm82.a4.v1	59	31	31	70
Glyma.06G292200.Wm82.a4.v1	190	237	306	423
Glyma.06G292300.Wm82.a4.v1	55	110	15	83
Glyma.06G292400.Wm82.a4.v1	518	731	276	640
Glyma.06G292500.Wm82.a4.v1	268	212	188	283
Glyma.06G292600.Wm82.a4.v1	0	0	0	0
Glyma.06G292700.Wm82.a4.v1	0	33	5	19
Glyma.06G292800.Wm82.a4.v1	597	788	417	737
Glyma.06G292900.Wm82.a4.v1	0	0	0	0
Glyma.06G293200.Wm82.a4.v1	63	121	54	131
Glyma.06G293300.Wm82.a4.v1	0	0	0	0
Glyma.06G293350.Wm82.a4.v1	0	0	0	0
Glyma.06G293400.Wm82.a4.v1	152	113	45	71
Glyma.06G293450.Wm82.a4.v1	189	112	25	35
Glyma.06G293500.Wm82.a4.v1	54	27	43	41
Glyma.06G293600.Wm82.a4.v1	18	12	2	22
Glyma.06G293700.Wm82.a4.v1	284	411	135	268
Glyma.06G293800.Wm82.a4.v1	13	5	3	16
Glyma.06G293900.Wm82.a4.v1	0	0	0	0
Glyma.06G294000.Wm82.a4.v1	0	0	0	0
Glyma.06G294100.Wm82.a4.v1	192	305	373	714
Glyma.06G294200.Wm82.a4.v1	68	141	75	80
Glyma.06G294300.Wm82.a4.v1	0	0	0	0
Glyma.06G294400.Wm82.a4.v1	0	0	0	2
Glyma.06G294500.Wm82.a4.v1	450	553	78	263
Glyma.06G294600.Wm82.a4.v1	253	94	54	108
Glyma.06G294700.Wm82.a4.v1	0	0	0	0
Glyma.06G294800.Wm82.a4.v1	0	0	0	0
Glyma.06G294850.Wm82.a4.v1	0	0	0	0
Glyma.06G294900.Wm82.a4.v1	0	0	0	0
Glyma.06G295000.Wm82.a4.v1	0	0	0	0
Glyma.06G295100.Wm82.a4.v1	959	782	268	471
Glyma.06G295200.Wm82.a4.v1	153	76	61	169
Glyma.06G295300.Wm82.a4.v1	9	6	11	4
Glyma.06G295400.Wm82.a4.v1	73	117	160	180
Glyma.06G295500.Wm82.a4.v1	0	7	1	20
Glyma.06G295600.Wm82.a4.v1	0	7	2	2
Glyma.06G295700.Wm82.a4.v1	17984	7439	2790	7855
Glyma.06G295800.Wm82.a4.v1	0	0	0	0
Glyma.06G295900.Wm82.a4.v1	0	0	0	0
Glyma.06G296000.Wm82.a4.v1	354	340	49	132
Glyma.06G296102.Wm82.a4.v1	444	546	106	252
Glyma.06G296200.Wm82.a4.v1	1297	1116	343	808
Glyma.06G296300.Wm82.a4.v1	4	0	0	0
Glyma.06G296400.Wm82.a4.v1	4	0	0	0
Glyma.06G296800.Wm82.a4.v1	35	124	63	155
Glyma.06G296900.Wm82.a4.v1	624	891	277	633
Glyma.06G297000.Wm82.a4.v1	40	111	57	107
Glyma.06G297100.Wm82.a4.v1	628	458	233	478
Glyma.06G297200.Wm82.a4.v1	0	0	0	3
Glyma.06G297300.Wm82.a4.v1	243	388	112	285
Glyma.06G297400.Wm82.a4.v1	0	4	0	2
Glyma.06G297500.Wm82.a4.v1	3229	3511	1412	2034
Glyma.06G297600.Wm82.a4.v1	42	7	4	16
Glyma.06G297800.Wm82.a4.v1	114	82	62	60
Glyma.06G297900.Wm82.a4.v1	24	5	20	13
Glyma.06G298000.Wm82.a4.v1	0	0	0	0
Glyma.06G298100.Wm82.a4.v1	124	116	47	125
Glyma.06G298300.Wm82.a4.v1	0	0	0	4
Glyma.06G298400.Wm82.a4.v1	27	9	5	5
Glyma.06G298500.Wm82.a4.v1	324	258	88	172
Glyma.06G298600.Wm82.a4.v1	714	371	207	462
Glyma.06G298700.Wm82.a4.v1	357	222	86	228
Glyma.06G298800.Wm82.a4.v1	9	0	0	2
Glyma.06G298900.Wm82.a4.v1	44	49	37	27
Glyma.06G299000.Wm82.a4.v1	41	34	6	34
Glyma.06G299100.Wm82.a4.v1	283	236	61	152
Glyma.06G299200.Wm82.a4.v1	169	134	108	171
Glyma.06G299300.Wm82.a4.v1	0	0	0	0
Glyma.06G299400.Wm82.a4.v1	410	546	110	244
Glyma.06G299600.Wm82.a4.v1	5	0	0	0
Glyma.06G299700.Wm82.a4.v1	18	43	8	12
Glyma.06G299900.Wm82.a4.v1	18	3	9	4
Glyma.06G300000.Wm82.a4.v1	0	0	0	0
Glyma.06G300100.Wm82.a4.v1	0	15	0	1
Glyma.06G300200.Wm82.a4.v1	10	20	6	24
Glyma.06G300300.Wm82.a4.v1	33	44	3	5
